id,company_name,address_1,address_2,address_3,post_code,post_town,county,country,region,head_office_country,domain,phone,location_type,company_email,founded_date,company_age,industry,company_size,annual_revenue
2371,Price-Singh,4 Sanderson grove,,Studio 6,SS9 6JG,New Eleanorchester,Lancashire,,,,bird-saunders.org,,Single Site,udavies@lewis.com,06-04-1980,,IT,200,9192437
2527,"Garner, Barber and Begum",6 Foster union,,,,Carolyntown,Stirling,,Yorkshire And The Humber,England,,4411878663,Single Site,,,42,,200,
2210,"Clarke, Williams and Johnson","Studio 26
Paula terrace",,,G3 4PR,,,,East of England,,charlton-wright.net,6930211791,Single Site,schandler@morley-coleman.com,,,Marketing,50,
2235,"Burns, Atkinson and Smith",81 Burton estates,,Studio 97z,,South Adrian,,England,South East England,England,,9384885140,Head Office,mannkimberley@davies.biz,07-12-1982,,Construction,,
2101,"Smith, Jones and Hunt",02 Smith mount,,Flat 84Q,,Lake Kerry,Nottinghamshire,,,England,crawford.co.uk,,Head Office,bryan15@barber.com,,16,,20,1202450
2297,Evans-Butler,888 Kirk haven,,Flat 1,N7 0GA,New Denisefurt,,England,South East England,England,dodd.com,,Head Office,,10-07-2018,,,20,6469592
2902,Chapman Ltd,"Flat 8
Smith trail",,Studio 40,N0T 8XB,Fergusonmouth,Cornwall,England,East Midlands,England,turner.org,9461655445,,,11-06-2024,39,Manufacturing,,7215482
2623,Talbot Ltd,"Flat 67H
Martin via",,Studio 98,RM9 0PA,Paulport,,,,England,,4670516286,Single Site,bradley46@birch.org,25-08-1981,18,Marketing,50,7578422
2346,Wright Inc,1 Jane locks,,,,,East Sussex,England,,,,,Single Site,swright@campbell-stevens.com,12/26/2024,,Transportation,20,
2139,"Smith, Taylor and Barton","Studio 5
Davis rue",,,G9 2RR,East Suzanne,,England,East Midlands,,ross-jenkins.info,1374011348,Head Office,dawngould@hancock.com,12-02-2017,,Manufacturing,,
2621,"Jones, Duffy and Hughes",44 Ann manors,,,W2 7XA,,Aberdeenshire,England,East of England,England,thomas-taylor.com,7280549120,,margaret30@kelly-fisher.org,09/21/1987,39,Marketing,50,2400910
2499,Townsend-Robinson,"Studio 75z
Judith cove",,,CB0 5ZT,Port Henryland,,,West Midlands,England,,7820111501,Head Office,,,,,200,3476564
2370,Long LLC,"Studio 30
Graeme lakes",,,,,,England,,,,,Head Office,juliedonnelly@king.net,,,,50,5831713
2198,Hill-Lawrence,11 Nicola mall,,Flat 53,,West Lynnefort,North Yorkshire,,,,bowen.com,4528260239,,,08-08-1985,36,Construction,,5752443
2687,Davies Inc,"Studio 24
Kimberley forges",,Flat 03d,DD9E 7TD,Janicemouth,Highland,England,,England,whitehead-richards.com,1256729028,,tayloranna@gray-wilson.net,03/18/1984,41,,,
2584,Barry LLC,8 Leslie loop,,Flat 62,,,Suffolk,England,West Midlands,England,ashton.org,,Single Site,nprice@hunt.info,15-12-1982,47,Hospitality,20,10486196
2901,"Austin, Hayes and Kirk",504 Taylor path,,Flat 0,G7 2PW,Dorothystad,,,Yorkshire And The Humber,England,wright.net,,Single Site,kathryn94@north.com,,4,,,5246770
2059,"Vincent, Smith and Shaw","Flat 93U
Adam burg",,,PR4 8JL,Williamsmouth,,England,East Midlands,England,,5757180516,,,,46,Transportation,100,2089496
2328,Taylor-Wilson,7 Allen grove,,,CT7 3YG,,Hampshire,,,England,anderson-khan.com,2234805042,,yatesbenjamin@daniels.net,27-01-1991,,Manufacturing,,8358018
2096,"West, Glover and Smith","Studio 6
Roy mews",,Studio 04t,CW4 5JD,New Dominicbury,,England,,,brown.com,3548820395,Head Office,,01-11-2010,4,Retail,,6403886
2312,Newton LLC,39 Parker forest,,Studio 35,S4C 4GT,,Merionethshire,England,,England,khan-slater.com,1697957616,Head Office,joanna60@chapman-johnson.com,,13,Automotive,,2461125
2025,"Gough, Hayes and Parker","Flat 2
Anthony lodge",,Flat 76,W8A 6EX,,Norfolk,England,,,holland.net,3512062121,,sara82@henderson.com,,,,,
2299,"Bradley, Hall and Slater","Studio 46V
Chapman canyon",,,AL6 6WZ,,,England,,,murphy.com,,,kfreeman@pearson.org,05/23/1987,43,Manufacturing,,
2277,Miller LLC,1 Taylor villages,,Flat 21I,,,North Lanarkshire,England,London,,rose-white.info,3020316469,Branch,,09-01-2012,18,Manufacturing,50,
2850,Stanley Inc,"Studio 7
Hughes road",,Studio 47A,,Hughport,Fermanagh,England,North West England,England,smith-mason.com,,Head Office,jamie08@hussain.biz,31-10-2001,27,Construction,50,
2601,"Hill, Ali and Marsh","Studio 9
Martin landing",,Studio 0,,West Christine,Wiltshire,England,North West England,England,burns-mitchell.com,7269508146,Head Office,swiftmarian@marshall.co.uk,30-03-1988,48,,20,3900342
2439,"Ellis, Whitehead and Wood",90 Amber ridge,,,,Leeburgh,Wiltshire,,West Midlands,,,2480983754,Head Office,grahambaker@fraser.com,15-03-1989,11,Retail,100,7341430
2837,Bryant Ltd,"Studio 0
Jordan stravenue",,Flat 52,,New Stephanie,,England,,England,knowles-carr.net,4803349369,Branch,ffrancis@hamilton-edwards.co.uk,09/27/1976,18,Education,200,10518872
2570,Thornton-Shah,2 Ellis lodge,,Flat 00,M6W 6YH,Port Chloe,Inverclyde,England,London,England,anderson.com,2930560670,,douglashewitt@wood.net,08-09-1993,18,Retail,20,
2879,Fowler PLC,1 Frank rapid,,Studio 0,G6U 6HH,Lake Jayneberg,,England,West Midlands,,thorpe.com,5508222046,,xatkinson@palmer.org,11-02-1983,5,Hospitality,100,7021142
2261,Carter-Bradshaw,"Studio 22i
Howe tunnel",,,,Rileyport,West Lothian,,,England,murphy.biz,2897000589,Head Office,ahussain@harrison.org,05-01-2013,10,,50,8470322
2578,Davies Inc,"Studio 0
Jasmine manors",,,,West Leslie,Gloucestershire,England,West Midlands,England,wilkinson-morgan.org,3636073411,Branch,alice77@oliver.com,19-11-1978,19,Marketing,,
2023,"Hall, Thomas and Blackburn",4 Craig ports,,Flat 90,B2U 6XR,,,England,South East England,England,,,Branch,pgardiner@nicholson.net,03/13/2017,32,,50,5081983
2030,"Bell, Macdonald and Burke","Studio 78L
Stephenson plains",,,W5 3AP,New Ritatown,,,,England,,5112192524,Single Site,,08/24/1992,,Health Care,200,5089126
2617,"Goodwin, Patel and Morton","Flat 81
Williams bridge",,Flat 98O,G2 5PN,Bernardville,Derbyshire,,Yorkshire And The Humber,England,,4979461297,Branch,,,16,,20,7760955
2010,"Brennan, Butler and Ellis","Flat 8
Clare union",,Flat 42,,East Grahamtown,Gloucestershire,,South East England,England,khan.com,,Head Office,alice93@nelson.com,05/27/1981,1,,20,
2221,Warren-Clark,7 Watson mission,,Studio 6,SS9 5WN,Masonfurt,Inverclyde,England,Yorkshire And The Humber,England,williams.info,,Head Office,qharris@kelly-rose.org,,,,,8705487
2820,Rees PLC,7 Howard trail,,,E8 5WX,,,England,,England,spencer-brown.com,3007751378,,amelia56@lewis.biz,07/25/2014,1,Health Care,,1951354
2296,"Burton, Townsend and Smith","Studio 81
Sara walks",,,,,,England,,England,webb-winter.com,1463802369,Branch,natalie59@jackson.biz,21-06-2016,30,Health Care,50,4012820
2054,North-Burrows,"Flat 89V
Edwards stream",,Studio 36,SG1V 8UR,West Sian,,,,,barnes-potter.biz,8502928158,,patrick57@parry.net,,33,,20,5035998
2542,James LLC,59 Gregory green,,Flat 9,NN1R 1BR,Stevenfurt,,England,London,England,thomas.net,2965056284,Head Office,shaun25@bennett.biz,05-02-2024,35,,,10887153
2209,Smith PLC,"Flat 08
Holmes land",,Flat 89,G4A 8EZ,,North Yorkshire,England,Yorkshire And The Humber,England,marshall.org,5687688751,Branch,,03/19/2017,44,Marketing,100,4018500
2604,Begum-Roberts,91 Middleton light,,Studio 04i,M1 0DJ,Stanleybury,Northamptonshire,England,East of England,,nicholson.org,5896970005,,ucollins@pollard.co.uk,,28,,,
2692,Wallace-Bradshaw,"Flat 14v
Johnson motorway",,Flat 9,TN0N 5DP,West Mohamed,Somerset,England,,,martin.com,7973872233,Head Office,,19-12-1979,,Education,,11574633
2662,Finch-Martin,"Studio 40
Dawson springs",,Flat 03,G3 6WJ,Matthewchester,Cambridgeshire,England,London,England,evans-andrews.com,7820535974,,graham91@king.com,04/25/2004,11,Construction,50,4006157
2866,Gordon-Jones,"Studio 49
Cooper mountains",,Flat 66,E88 2WH,Terenceberg,,,West Midlands,,jennings.org,4997300906,Branch,,31-12-2013,50,Marketing,,10792019
2070,Perry-Carr,"Studio 81
Butler curve",,Studio 8,LD8 1FN,Owenton,Glasgow City,England,South East England,England,thomas.org,,,kimcoleman@hussain.net,,12,Retail,20,7660463
2543,"Storey, Hill and Brooks","Flat 1
Reed port",,Studio 43,,Whiteheadport,Breconshire,England,South East England,England,robinson.com,2020425506,,,,,IT,20,5590828
2107,"Houghton, Evans and Ball",74 Booth cove,,,N7U 6PR,,Radnorshire,England,,,hurst.com,6137267759,Branch,hannah79@robson-walsh.biz,02-11-1997,41,Transportation,20,
2493,Mills Inc,45 Leigh isle,,,S9G 1PD,Jonesstad,Midlothian,England,East Midlands,England,,,,charlielee@francis.org,01/28/2009,,,20,7064624
2590,Norris and Sons,893 Hill summit,,,L9 7DE,Naomiton,West Dunbartonshire,England,London,England,carr.com,4933861959,Single Site,louisedodd@patel.com,28-07-2025,2,Retail,20,1568932
2741,"Davies, Hargreaves and Forster",98 Clive motorway,,,,,Cambridgeshire,,,,rice.org,3203226718,,scottmarion@williams.com,06-07-1978,,Health Care,,
2292,"Thomas, Cox and Blake","Studio 2
Roberts shores",,Studio 8,,North Angelafurt,,England,East Midlands,England,,,Branch,collinsdamien@evans.com,01-11-1998,,Automotive,50,
2289,Kirby-Chambers,"Flat 92J
Stewart avenue",,Studio 02,CH1R 7RR,Port Amyberg,Aberdeen City,England,South East England,England,,5526881931,Single Site,acarroll@stevens-palmer.com,,6,,200,11822504
2652,Watkins Inc,"Flat 75
Abbie tunnel",,Studio 74,FK2P 5LY,,Wiltshire,England,,England,arnold-randall.com,1491119752,,graham48@kaur.com,03/17/2003,,Health Care,,
2039,"Brown, Connolly and Jenkins","Flat 8
Bruce prairie",,Studio 6,L79 4DQ,East Eleanorhaven,Cardiganshire,,East of England,England,,,Head Office,,,9,,50,4909069
2589,Ross Inc,"Flat 99
Clark wall",,Studio 6,,Hartshire,Nottinghamshire,,,England,,,Branch,,07/30/2005,43,Education,200,5444428
2307,Gregory-Patel,"Flat 95
Robin vista",,,,North Aaron,Armagh,England,East Midlands,,ellis.com,5144439473,,dunnwilliam@pollard-green.info,10/27/1985,,Transportation,200,10834140
2679,"Griffin, Pearce and Johnson",02 White fort,,,BH88 8ZB,,Falkirk,England,West Midlands,England,long.com,,Single Site,lauraali@roberts.biz,10-11-2008,43,,50,
2066,"Morton, Reynolds and Naylor","Studio 4
Shah fords",,,BN9M 5LJ,East Tinachester,,England,Yorkshire And The Humber,England,mellor.net,6600196900,Single Site,rogerdavies@bibi-williams.biz,08-08-1981,47,IT,100,10705188
2275,"Anderson, Lowe and Davies","Flat 79
Francis unions",,Studio 77p,CA9E 1DH,,Flintshire,England,,,,4411688456,Branch,,,,,50,
2067,"Jones, Williams and Wright",10 Geraldine plaza,,Studio 28,FY4H 2JP,,Greater Manchester,,,,booth-scott.com,,,msanders@long.com,03-12-2007,48,Retail,100,9025733
2318,"Hughes, Buckley and Chamberlain","Studio 14g
Robinson road",,Flat 7,,,South Ayrshire,England,,England,jones.com,6060898942,Single Site,callum96@cooper.biz,,32,Marketing,200,2503425
2548,Ellis-Simpson,061 Clifford rue,,Studio 2,BR11 6HQ,Peterbury,,England,,England,allen-miller.info,8211579813,Single Site,hydechristian@sims-fowler.org,11-10-2018,49,Marketing,,10010732
2071,Allen Inc,019 Ricky isle,,Flat 9,,South Jamesside,,England,London,England,,7505204675,,,05-03-2002,17,IT,100,
2714,Wright Group,650 Slater spring,,Flat 26,BA72 9BG,New Bernardland,Lincolnshire,,,England,,6578331640,Head Office,,14-04-1984,26,Retail,100,
2753,Barlow-Hill,6 Davis alley,,Studio 0,S1U 4LG,New Kennethborough,Montgomeryshire,England,South East England,,schofield.com,8013738475,Single Site,nicholasclark@elliott.com,,,Automotive,,2949434
2327,Thomas-Dawson,0 Marsh parkway,,,G85 3JR,,Dorset,,East of England,England,jones-kemp.com,8332242860,,walkerbethany@barker.com,,41,Construction,20,11364103
2382,Hill and Sons,"Studio 29t
Jasmine greens",,,EN78 0LU,Joshville,West Lothian,England,,,nelson.com,,,coxmohamed@chapman.com,29-11-2013,50,,50,7443851
2451,Turnbull-Wallace,31 Gray ways,,Studio 25,NG52 6JG,West Alanland,,,,England,,2385977233,,beth45@hooper-adams.com,,,Construction,200,
2522,Payne-Andrews,6 Josh burgs,,Flat 15,E9T 4FY,New Heather,Midlothian,England,,,fry.info,1680622015,,dominic10@james.com,,8,,,10202146
2218,Miah-O'Connor,"Studio 07
Joan courts",,Flat 51,,Duncanfurt,,,London,England,,6726140296,,khantracy@chapman-jenkins.info,,16,Marketing,,
2787,Stephens Ltd,5 Austin heights,,Studio 88d,G36 9LQ,Abbottburgh,Radnorshire,England,,,brown-fitzgerald.biz,4857189239,,billy25@jones.org,04-12-2015,11,Health Care,,5227053
2436,Evans-Davies,"Flat 24J
Billy brook",,Studio 1,L3T 7NX,,Denbighshire,England,,England,,6831170581,Head Office,astokes@may-rhodes.com,10-12-2013,5,Health Care,20,11183382
2764,Osborne Ltd,"Flat 12
Evans wall",,Studio 39j,G51 4PZ,,Caernarvonshire,,South East England,England,davies.org,2340129511,Branch,vgeorge@griffiths-lawrence.biz,,17,,,7631385
2088,Harris-Moore,5 Joel neck,,Flat 3,NN91 0PF,,Staffordshire,England,East Midlands,England,watson.biz,,,jonesjane@griffiths-page.com,19-07-2008,13,,20,8744735
2063,O'Brien Group,6 Alex grove,,,W6J 4ZW,South Derek,Shetland Islands,England,Yorkshire And The Humber,England,miller.com,7888682282,Single Site,khall@sutton.com,,,Manufacturing,,3679315
2826,Thorpe Inc,"Flat 41
Baker mill",,Flat 59g,,Williamsmouth,,England,West Midlands,,,3848932008,Single Site,elliottthompson@welch.biz,,34,IT,,
2716,Johnson-Reid,"Studio 95
O'Brien hills",,,WD2E 9DY,Phillipshaven,Aberdeen City,England,East of England,,gardiner.com,9207854946,,zwilliams@talbot.com,29-10-2023,41,Manufacturing,20,5915175
2351,"Hutchinson, Jones and Ward",20 Ashley lock,,Studio 1,KW1E 2LN,Jemmabury,Greater London,,West Midlands,England,rowe.co.uk,9369078678,Single Site,,16-03-1979,14,,,3612902
2836,"Williams, O'Sullivan and Duncan","Flat 35p
Hugh orchard",,Flat 49,,Rileymouth,Anglesey,England,East Midlands,England,baker.org,1197721935,,cwilliams@brooks.com,03-10-1985,,Automotive,50,
2256,Roberts-Holmes,"Flat 37T
Yvonne crossroad",,Studio 99y,S6D 5EP,Daviesborough,,England,,England,mccarthy-johnson.com,,,,04-09-1991,30,Health Care,20,1735630
2635,Watson Inc,"Flat 6
Bray lane",,,B9T 8ES,Woodchester,Lancashire,England,,England,elliott-king.com,,,joanna11@morgan.org,12-04-2024,28,Marketing,20,6877971
2644,Hayes-Kennedy,"Studio 3
Stacey neck",,,GL3 7ST,Nelsonfurt,North Ayrshire,England,,England,atkinson.com,5409886508,Head Office,,07-04-2001,26,Health Care,20,4771441
2554,Ward and Sons,31 Dawn mill,,Studio 02z,E6G 1DQ,South Georgia,City of Edinburgh,,,England,,5002658156,,hughesnicole@fisher.biz,,1,,20,
2138,Stephens Group,40 Roberts garden,,Studio 62d,,East Lydialand,Surrey,England,North West England,England,hartley-mistry.net,,Branch,tparry@pearce.biz,,27,,100,10287557
2168,Collins Ltd,"Flat 15
Kelly gardens",,,W53 0XX,Port Jessica,Monmouthshire,England,East of England,England,webb.co.uk,,Branch,elliotmay@walker.co.uk,03/16/2005,13,Automotive,,11837927
2917,Palmer-Ball,3 Grant lock,,Flat 04,,Port Lynn,Derry and Londonderry,England,,England,,1696062352,Head Office,robinholden@price.com,16-09-2007,49,Hospitality,100,1062845
2528,"Richards, Abbott and Bradley","Flat 96D
Johnson lakes",,Flat 69,,,Northumberland,England,,England,,6918229954,Branch,moorekerry@jones.com,,33,,20,
2823,Reeves PLC,5 Joanne rue,,Studio 15m,,Walkerport,Midlothian,,,,,,Branch,ggibson@begum.org,06/29/1985,8,Retail,,9949741
2727,West-Jones,164 Dobson hollow,,Flat 27Q,,Port Jean,,England,Yorkshire And The Humber,England,wright.com,8093458335,Head Office,,,39,,20,4925072
2816,Stanley Group,0 Jean track,,,,Mariechester,,England,,England,rowe.co.uk,6406899380,Single Site,angelagray@davies-hilton.com,17-12-1979,40,,20,1786700
2086,Noble Group,"Flat 54L
Wall springs",,,,New Robinmouth,Worcestershire,,,England,harvey.biz,3439179003,,littlechristian@cox.com,01-03-2002,21,,200,10387465
2432,"Smith, Evans and Fowler","Studio 77H
Cox locks",,Studio 9,,,West Dunbartonshire,England,East Midlands,England,,6994752992,Head Office,,30-09-2014,,,100,7969137
2184,Lloyd-Cooke,795 White glens,,Studio 66,TN59 8AE,,Cornwall,England,,England,reed.com,7692725095,,amanda36@berry-miah.net,08/17/1990,36,,200,2472955
2570,Thornton-Shah,2 Ellis lodge,,Flat 00,M6W 6YH,Port Chloe,Inverclyde,England,London,England,anderson.com,2930560670,,douglashewitt@wood.net,08-09-1993,18,Retail,20,
2534,Smith Group,"Studio 15s
Davis bypass",,Studio 76O,,Mariemouth,,England,Yorkshire And The Humber,England,black-clark.com,4533271125,Branch,hwarren@lucas.com,01/17/2013,41,,100,
2294,Smith Ltd,"Flat 45T
Little inlet",,,,East Donnaberg,Inverclyde,England,Yorkshire And The Humber,England,grant.org,6186196935,Single Site,,15-03-2000,22,Hospitality,,2750084
2892,Hill Group,6 Powell key,,Studio 48,,,Derbyshire,England,East Midlands,England,,2468115350,Branch,collinstracey@walker-wells.org,08-08-1992,40,,100,6773521
2425,Wade-Holmes,716 Sophie radial,,,S34 9LP,,Derbyshire,England,Yorkshire And The Humber,England,jones-marshall.biz,9323064897,Branch,kmcdonald@smith.com,,,Construction,100,1026701
2713,"Hunter, Smith and Grant","Studio 97
Emma glen",,Flat 25m,G22 5DZ,Graceburgh,Midlothian,England,North West England,England,campbell-booth.biz,4775140079,Branch,,08-06-1991,,,20,8836451
2260,Holland-Wells,090 Shah mount,,Studio 5,S0T 2PW,,Lancashire,England,,,harvey.com,,,denis55@bond.com,,11,Hospitality,200,11347261
2237,"Robinson, Graham and Bell","Flat 4
Ahmed keys",,,HD1N 9WW,Gerardborough,Hampshire,England,Yorkshire And The Humber,England,brown.com,,Head Office,,21-02-2016,,Manufacturing,20,
2559,Cox-Russell,"Flat 3
Jordan grove",,Studio 2,S92 5NW,Damienborough,,England,,England,moss.com,6048375909,Branch,,17-02-1992,6,Construction,,6854557
2583,Kemp Inc,352 Caroline row,,Studio 3,S8 3TJ,,,England,London,,butler.net,,Head Office,davisjasmine@burgess.com,08/13/2018,,Marketing,200,1843880
2445,Leach-Pearson,"Studio 85p
Roy glens",,Flat 31v,SR2 6SR,Owenport,North Lanarkshire,,South East England,England,ashton.org,2408711500,Head Office,eileen86@matthews.com,06/29/1991,27,Retail,,
2867,"Holland, Newton and Dodd",5 Wallis common,,Flat 43b,N0G 8ZA,Mohamedberg,Hertfordshire,England,East Midlands,England,,4528151501,Head Office,,,26,Transportation,50,7782763
2800,"Barton, Parry and Williams",81 Paul parks,,Flat 5,CV4 5BE,Lake Ashleighburgh,,England,,,williams.com,1773995899,,jamesamber@young.com,,21,Marketing,,10488871
2599,"Cooper, Chadwick and Patel",31 Christopher plaza,,Studio 53O,EX8 4BD,Hallville,,England,East Midlands,England,fisher.org,7125477060,Head Office,,02/18/2010,40,Transportation,200,
2849,Jenkins Ltd,"Studio 5
Hale parkways",,Flat 19u,,South Nicholasburgh,Greater Manchester,England,East Midlands,England,jones.com,8081174069,Single Site,,,26,,,
2265,"Howard, Green and Jordan",7 Jones wall,,Flat 86,W29 8RF,East Arthur,Essex,,East of England,England,thomas.co.uk,9781381768,Single Site,simpsonsimon@hart.org,07-01-2021,7,IT,50,4445809
2564,"Power, Richards and Davies","Studio 86
Mathew station",,Flat 45,L9 8JS,,,England,,,,6960514308,Single Site,joannewatts@williams.com,,48,,50,2648539
2529,Stanley LLC,"Flat 73V
Sanders valleys",,Flat 76,G2C 6JA,,Merionethshire,,,,taylor.co.uk,6325805056,Branch,hodgsonsimon@douglas-fisher.org,10/26/1997,42,Education,200,9782376
2055,Conway-Hill,179 Williams mills,,Studio 2,S51 7FL,Kaurberg,Worcestershire,,Yorkshire And The Humber,England,cunningham-glover.co.uk,,Single Site,,29-08-1986,7,,100,
2120,"Smith, Andrews and Black",0 Martin hollow,,Flat 97,,South Kennethview,Highland,England,London,England,roberts.com,3815454216,Head Office,,27-10-1977,38,Transportation,20,9986438
2215,Patel-Hughes,"Flat 61s
Bennett garden",,Studio 23,,Marshallchester,,,East of England,England,,2274261859,,patelalexander@clark.com,24-11-2015,,Construction,200,10663122
2025,"Gough, Hayes and Parker","Flat 2
Anthony lodge",,Flat 76,W8A 6EX,,Norfolk,England,,,holland.net,3512062121,,sara82@henderson.com,,,,,
2072,"Clarke, Evans and Kirby",032 Young ways,,,E5 2EN,,,England,,England,waters.com,,Branch,fergusondanielle@thomas.co.uk,01-11-1999,,Transportation,50,9430894
2044,Bennett and Sons,"Flat 56
Shannon key",,,,Lake Alexandraport,,England,,England,cook.com,3323061295,Single Site,lfoster@cooper.com,02-11-1988,6,,20,5565128
2247,"Field, Saunders and Cook","Studio 4
Cunningham common",,Flat 0,,,,,,England,wood-williamson.com,4648679685,Single Site,sellis@smith.com,10/29/2012,10,Education,20,
2721,George-Kelly,9 Wood vista,,Flat 99Q,M87 1ZD,,Clackmannanshire,,East of England,,gould.com,7038120815,Branch,,24-05-1977,20,Education,50,
2281,Bailey-Barnes,"Studio 43w
Lorraine rest",,,,Katherineton,,England,,England,,5104392983,Head Office,,05-09-1990,28,IT,100,
2893,Collier and Sons,"Flat 0
Eleanor station",,Studio 1,NN26 2FN,West Victor,Inverclyde,,,England,ryan-brown.biz,4109087042,,,,40,Transportation,200,8179108
2914,Pearson-Naylor,4 Robinson stravenue,,Flat 2,E5 2LD,Dylanton,Cambridgeshire,England,,England,reid.com,8491025626,Branch,barbara43@patel.co.uk,05-05-2017,,,20,
2810,"Lewis, Thomas and Dodd","Flat 48s
Janet shore",,Studio 1,G29 4GL,,,England,West Midlands,England,,,,owright@vaughan.com,,43,,20,6116374
2244,Quinn PLC,546 Michael expressway,,,LN00 4DP,Jarvisshire,Essex,England,London,England,craig-clark.com,3922352453,Head Office,charlieburke@green.com,,10,Health Care,200,2080914
2822,Burton Inc,7 Mitchell plaza,,Flat 3,NR04 7NS,Benbury,,England,,England,,,Branch,connor90@hooper.com,,47,Transportation,,1134457
2321,"Pugh, Nicholson and Khan",1 Dale trace,,Flat 33m,HG74 4AL,Dixonmouth,,England,London,,williams.net,,Branch,joshua43@akhtar-walker.com,04-07-2008,35,Transportation,,
2643,"Williams, Mahmood and Thompson","Flat 61a
Graham parks",,Flat 0,,Marcfort,East Ayrshire,England,Yorkshire And The Humber,England,harvey-smith.com,9713782116,,qwebb@smith.co.uk,23-10-2001,21,,50,1283563
2158,Johnson-Gallagher,"Flat 21q
Morris springs",,Flat 80K,E3 2PS,,,England,London,England,williams.co.uk,4711291551,,,06/17/2013,23,Manufacturing,20,2151205
2192,Hughes Ltd,"Studio 89
Martin centers",,,DD8A 3BJ,,,England,East Midlands,England,,3387866414,Head Office,,06/23/1978,25,Manufacturing,,
